hoogte,"1000","1100","1200","1300","1400","1500","1600","1700","1800","1900","2000","2100","2200","2300","2400","2500","2600","2700","2800","2900","3000","3100","3200","3300","3400","3500","3600","3700","3800","Kastgrootte"
1000,"","","","","","","","","","","532","548","563","579","594","611","626","641","657","673","688","704","719","736","751","766","782","798","813","150"
1100,"","","","","","","","","","","554","572","588","605","621","638","655","671","687","705","721","737","754","771","788","804","820","838","854","150"
1200,"","","","","","","","","","","577","596","613","630","648","666","683","701","718","737","754","771","789","807","824","842","859","878","895","150"
1300,"","","","","","","","","","","611","631","649","668","687","707","725","744","763","783","801","820","839","859","877","896","915","934","953","165"
1400,"","","","","","","","","","","634","655","674","694","714","734","754","774","794","814","834","854","873","894","914","934","953","974","994","165"
1500,"","","","","","","","","","","657","678","699","720","740","762","783","804","824","846","867","888","908","930","951","971","992","1014","1035","165"
1600,"","","","","","","","","","","679","702","724","746","767","790","812","833","855","878","900","921","943","966","988","1009","1031","1054","1075","165"
1700,"","","","","","","","","","","712","736","759","782","805","829","852","875","899","923","946","969","992","1016","1039","1062","1085","1109","1132","180"
1800,"","","","","","","","","","","735","760","784","808","832","857","881","905","929","955","979","1003","1027","1052","1076","1100","1124","1149","1173","180"
1900,"","","","","","","","","","","757","784","809","834","859","885","910","935","960","986","1011","1036","1061","1088","1113","1138","1163","1189","1214","180"
2000,"","","","","","","","","","","780","807","834","860","886","913","939","965","991","1018","1044","1070","1096","1123","1149","1176","1202","1229","1255","180"
2100,"","","","","","","","","","","836","866","894","923","951","980","1009","1037","1066","1095","1123","1152","1180","1210","1238","1267","1295","1324","1353","205"
2200,"","","","","","","","","","","859","890","919","948","978","1008","1038","1067","1096","1127","1156","1186","1215","1246","1275","1304","1334","1364","1394","205"
2300,"","","","","","","","","","","882","913","944","974","1005","1036","1066","1097","1127","1159","1189","1219","1250","1281","1312","1342","1372","1404","1434","205"
2400,"","","","","","","","","","","905","937","969","1000","1031","1064","1095","1127","1158","1190","1222","1253","1285","1317","","","","","","205"
2500,"","","","","","","","","","","928","961","993","1026","1058","1092","1124","1156","1189","1222","1255","1287","1319","","","","","","","205"
2600,"","","","","","","","","","","950","985","1018","1052","1085","1119","1153","1186","1220","1254","1287","","","","","","","","","205"
2700,"","","","","","","","","","","973","1009","1043","1077","1112","1147","1182","1216","1250","1286","","","","","","","","","","205"
2800,"","","","","","","","","","","996","1032","1068","1103","1139","1175","1210","1246","1281","","","","","","","","","","","205"
