hoogte,"1000","1100","1200","1300","1400","1500","1600","1700","1800","1900","2000","2100","2200","2300","2400","2500","2600","2700","2800","2900","3000","3100","3200","3300","3400","3500","3600","3700","3800","Kastgrootte"
1000,"509","523","539","554","569","584","598","614","629","643","658","673","688","702","717","733","747","762","776","792","806","821","835","851","871","886","902","916","931","137"
1100,"521","536","553","568","585","600","616","632","648","663","679","695","711","726","741","758","773","789","804","821","836","857","873","889","905","920","937","952","968","137"
1200,"535","551","569","585","603","619","636","653","670","686","703","720","737","753","769","787","804","820","842","860","876","892","909","926","943","959","977","993","1010","150"
1300,"547","564","583","600","618","636","653","672","689","706","724","742","759","777","794","812","835","853","870","889","906","923","940","959","976","994","1012","1029","1047","150"
1400,"559","577","596","615","634","652","670","690","708","726","744","764","782","800","824","843","862","880","898","918","936","954","972","992","1010","1028","1047","1066","1084","150"
1500,"571","590","610","629","649","669","688","708","727","746","765","786","805","829","849","869","888","907","926","946","966","985","1004","1024","1043","1062","1083","1102","1121","150"
1600,"590","610","632","652","674","694","715","736","757","777","797","825","845","866","886","907","928","948","969","990","1011","1031","1051","1073","1093","1114","1135","1156","1176","165"
1700,"602","623","646","667","689","711","732","754","776","797","824","847","868","889","910","933","954","975","997","1019","1040","1062","1083","1106","1127","1148","1171","1192","1213","165"
1800,"614","636","659","681","705","727","749","773","795","823","845","868","890","913","935","958","980","1003","1025","1048","1070","1092","1115","1138","1160","1182","1206","1228","1267","165"
1900,"626","649","673","696","720","743","766","791","820","843","866","890","913","936","959","984","1007","1030","1053","1077","1100","1123","1146","1171","1194","1217","1258","1281","1304","165"
2000,"644","668","694","718","744","768","792","824","848","872","897","922","947","971","995","1021","1045","1070","1094","1120","1144","1168","1193","1218","1260","1284","1310","1334","1358","180"
2100,"656","681","707","733","759","784","815","842","867","892","918","944","969","995","1020","1046","1072","1097","1122","1149","1174","1199","1241","1268","1293","1318","1345","1370","","180"
2200,"667","694","721","747","775","801","833","860","886","912","938","966","992","1018","1044","1072","1098","1124","1150","1177","1204","1247","1273","1300","1327","1353","","","","180"
2300,"679","706","735","762","790","823","850","878","905","932","959","988","1015","1042","1069","1097","1124","1151","1178","1224","1251","1278","1305","1333","","","","","","180"
2400,"712","741","772","801","838","867","896","927","956","986","1015","1046","1075","1104","1134","1164","1194","1223","1269","1300","1329","1359","1388","","","","","","","205"
2500,"724","754","786","816","853","883","914","945","975","1006","1036","1067","1098","1128","1158","1189","1220","1267","1297","1329","1359","1389","","","","","","","","205"
2600,"736","767","799","836","868","900","931","963","994","1025","1057","1089","1120","1151","1182","1215","1263","1294","1325","1358","","","","","","","","","","205"
2700,"748","780","813","851","884","916","948","981","1013","1045","1077","1111","1143","1175","1207","1257","1289","1321","1353","","","","","","","","","","","205"
2800,"759","792","832","865","899","932","965","999","1032","1065","1098","1132","1165","1198","1248","1283","1316","1349","","","","","","","","","","","","205"
2900,"771","805","846","880","915","949","983","1018","1051","1085","1119","1154","1188","1239","1273","1308","1342","","","","","","","","","","","","","205"
3000,"783","818","860","894","930","965","1000","1036","1071","1105","1140","1176","1211","1263","1297","1333","","","","","","","","","","","","","","205"
