hoogte;1000;1200;1400;1600;1800;2000
1000;477;494;514;530;550;568
1100;485;506;524;544;563;582
1200;495;516;537;558;577;598
1300;507;526;549;571;594;614
1400;516;538;561;583;606;630
1500;525;549;573;597;621;645
1600;534;559;583;608;634;659
1700;544;571;597;624;650;676
1800;554;582;608;636;663;690
1900;565;591;621;649;677;706
2000;573;603;632;661;691;720
2100;583;614;646;676;706;737
2200;594;626;656;688;720;751
2300;603;635;668;701;734;766
2400;612;647;680;714;749;781
